t[s],theta[rad],v[rad/s],a[rad/s^2],v0
0.561,-0.009764,-0.1611,0.095787,0.0
0.562,-0.009925,-0.1611,0.097367,0.0
0.563,-0.010086,-0.161,0.098945,0.0
0.564,-0.010247,-0.1609,0.100523,0.0
0.565,-0.010408,-0.1608,0.1021,0.0
0.566,-0.010569,-0.1607,0.103676,0.0
0.567,-0.010729,-0.1605,0.105251,0.0
0.568,-0.01089,-0.1604,0.106825,0.0
0.569,-0.01105,-0.1603,0.108398,0.0
0.57,-0.01121,-0.1602,0.10997,0.0
0.571,-0.01137,-0.1601,0.11154,0.0
0.572,-0.01153,-0.16,0.11311,0.0
0.573,-0.01169,-0.1599,0.114678,0.0
0.574,-0.01185,-0.1598,0.116246,0.0
0.575,-0.01201,-0.1597,0.117812,0.0
0.576,-0.012169,-0.1595,0.119377,0.0
0.577,-0.012329,-0.1594,0.120941,0.0
0.578,-0.012488,-0.1593,0.122503,0.0
0.579,-0.012647,-0.1592,0.124065,0.0
0.58,-0.012806,-0.1591,0.125625,0.0
0.581,-0.012965,-0.1589,0.127184,0.0
0.582,-0.013124,-0.1588,0.128742,0.0
0.583,-0.013283,-0.1587,0.130298,0.0
0.584,-0.013441,-0.1585,0.131853,0.0
0.585,-0.0136,-0.1584,0.133407,0.0
0.586,-0.013758,-0.1583,0.13496,0.0
0.587,-0.013916,-0.1581,0.136511,0.0
0.588,-0.014074,-0.158,0.138061,0.0
0.589,-0.014232,-0.1579,0.13961,0.0
0.59,-0.01439,-0.1577,0.141157,0.0
0.591,-0.014547,-0.1576,0.142703,0.0
0.592,-0.014705,-0.1574,0.144247,0.0
0.593,-0.014862,-0.1573,0.14579,0.0
0.594,-0.015019,-0.1572,0.147332,0.0
0.595,-0.015176,-0.157,0.148872,0.0
0.596,-0.015333,-0.1569,0.15041,0.0
0.597,-0.01549,-0.1567,0.151948,0.0
0.598,-0.015646,-0.1566,0.153483,0.0
0.599,-0.015803,-0.1564,0.155017,0.0
0.6,-0.015959,-0.1563,0.15655,0.0
0.601,-0.016115,-0.1561,0.158081,0.0
0.602,-0.016271,-0.1559,0.159611,0.0
0.603,-0.016427,-0.1558,0.161139,0.0
0.604,-0.016582,-0.1556,0.162665,0.0
0.605,-0.016738,-0.1555,0.16419,0.0
0.606,-0.016893,-0.1553,0.165713,0.0
0.607,-0.017048,-0.1551,0.167235,0.0
0.608,-0.017203,-0.155,0.168754,0.0
0.609,-0.017358,-0.1548,0.170273,0.0
0.61,-0.017513,-0.1546,0.171789,0.0
0.611,-0.017667,-0.1544,0.173304,0.0
0.612,-0.017821,-0.1543,0.174817,0.0
0.613,-0.017975,-0.1541,0.176329,0.0
0.614,-0.018129,-0.1539,0.177838,0.0
0.615,-0.018283,-0.1537,0.179346,0.0
0.616,-0.018437,-0.1536,0.180853,0.0
0.617,-0.01859,-0.1534,0.182357,0.0
0.618,-0.018743,-0.1532,0.18386,0.0
0.619,-0.018896,-0.153,0.185361,0.0
0.62,-0.019049,-0.1528,0.18686,0.0
0.621,-0.019202,-0.1526,0.188357,0.0
0.622,-0.019354,-0.1525,0.189852,0.0
0.623,-0.019506,-0.1523,0.191346,0.0
0.624,-0.019658,-0.1521,0.192837,0.0
0.625,-0.01981,-0.1519,0.194327,0.0
0.626,-0.019962,-0.1517,0.195815,0.0
0.627,-0.020114,-0.1515,0.1973,0.0
0.628,-0.020265,-0.1513,0.198784,0.0
0.629,-0.020416,-0.1511,0.200266,0.0
0.63,-0.020567,-0.1509,0.201746,0.0
0.631,-0.020718,-0.1507,0.203224,0.0
0.632,-0.020868,-0.1505,0.2047,0.0
0.633,-0.021018,-0.1503,0.206174,0.0
0.634,-0.021168,-0.1501,0.207646,0.0
0.635,-0.021318,-0.1499,0.209116,0.0
0.636,-0.021468,-0.1497,0.210584,0.0
0.637,-0.021617,-0.1495,0.21205,0.0
0.638,-0.021767,-0.1492,0.213513,0.0
0.639,-0.021916,-0.149,0.214975,0.0
0.64,-0.022064,-0.1488,0.216434,0.0
0.641,-0.022213,-0.1486,0.217892,0.0
0.642,-0.022361,-0.1484,0.219347,0.0
0.643,-0.02251,-0.1482,0.2208,0.0
0.644,-0.022657,-0.1479,0.222251,0.0
0.645,-0.022805,-0.1477,0.2237,0.0
0.646,-0.022953,-0.1475,0.225146,0.0
0.647,-0.0231,-0.1473,0.226591,0.0
0.648,-0.023247,-0.147,0.228033,0.0
0.649,-0.023394,-0.1468,0.229472,0.0
0.65,-0.02354,-0.1466,0.23091,0.0
0.651,-0.023687,-0.1464,0.232345,0.0
0.652,-0.023833,-0.1461,0.233778,0.0
0.653,-0.023979,-0.1459,0.235209,0.0
0.654,-0.024124,-0.1457,0.236638,0.0
0.655,-0.02427,-0.1454,0.238064,0.0
0.656,-0.024415,-0.1452,0.239487,0.0
0.657,-0.02456,-0.1449,0.240909,0.0
0.658,-0.024705,-0.1447,0.242328,0.0
0.659,-0.024849,-0.1445,0.243744,0.0
0.66,-0.024993,-0.1442,0.245159,0.0
0.661,-0.025137,-0.144,0.246571,0.0
0.662,-0.025281,-0.1437,0.24798,0.0
0.663,-0.025424,-0.1435,0.249387,0.0
0.664,-0.025568,-0.1432,0.250791,0.0
0.665,-0.025711,-0.143,0.252194,0.0
0.666,-0.025853,-0.1427,0.253593,0.0
0.667,-0.025996,-0.1425,0.25499,0.0
0.668,-0.026138,-0.1422,0.256385,0.0
0.669,-0.02628,-0.142,0.257777,0.0
0.67,-0.026422,-0.1417,0.259166,0.0
0.671,-0.026563,-0.1414,0.260553,0.0
0.672,-0.026704,-0.1412,0.261938,0.0
0.673,-0.026845,-0.1409,0.26332,0.0
0.674,-0.026986,-0.1406,0.264699,0.0
0.675,-0.027126,-0.1404,0.266076,0.0
0.676,-0.027266,-0.1401,0.26745,0.0
0.677,-0.027406,-0.1399,0.268821,0.0
0.678,-0.027546,-0.1396,0.27019,0.0
0.679,-0.027685,-0.1393,0.271556,0.0
0.68,-0.027824,-0.139,0.272919,0.0
0.681,-0.027963,-0.1388,0.27428,0.0
0.682,-0.028101,-0.1385,0.275638,0.0
0.683,-0.02824,-0.1382,0.276994,0.0
0.684,-0.028378,-0.1379,0.278346,0.0
0.685,-0.028515,-0.1377,0.279696,0.0
0.686,-0.028653,-0.1374,0.281043,0.0
0.687,-0.02879,-0.1371,0.282388,0.0
0.688,-0.028927,-0.1368,0.28373,0.0
0.689,-0.029063,-0.1365,0.285068,0.0
0.69,-0.029199,-0.1363,0.286404,0.0
0.691,-0.029335,-0.136,0.287738,0.0
0.692,-0.029471,-0.1357,0.289068,0.0
0.693,-0.029606,-0.1354,0.290396,0.0
0.694,-0.029741,-0.1351,0.29172,0.0
0.695,-0.029876,-0.1348,0.293042,0.0
0.696,-0.030011,-0.1345,0.294361,0.0
0.697,-0.030145,-0.1342,0.295677,0.0
0.698,-0.030279,-0.1339,0.29699,0.0
0.699,-0.030413,-0.1336,0.298301,0.0
0.7,-0.030546,-0.1333,0.299608,0.0
0.701,-0.030679,-0.133,0.300912,0.0
0.702,-0.030812,-0.1327,0.302214,0.0
0.703,-0.030944,-0.1324,0.303512,0.0
0.704,-0.031076,-0.1321,0.304808,0.0
0.705,-0.031208,-0.1318,0.3061,0.0
0.706,-0.031339,-0.1315,0.30739,0.0
0.707,-0.031471,-0.1312,0.308676,0.0
0.708,-0.031602,-0.1309,0.30996,0.0
0.709,-0.031732,-0.1306,0.31124,0.0
0.71,-0.031862,-0.1303,0.312517,0.0
0.711,-0.031992,-0.13,0.313792,0.0
0.712,-0.032122,-0.1296,0.315063,0.0
0.713,-0.032251,-0.1293,0.316331,0.0
0.714,-0.03238,-0.129,0.317596,0.0
0.715,-0.032509,-0.1287,0.318858,0.0
0.716,-0.032637,-0.1284,0.320116,0.0
0.717,-0.032765,-0.1281,0.321372,0.0
0.718,-0.032893,-0.1277,0.322624,0.0
0.719,-0.033021,-0.1274,0.323874,0.0
0.72,-0.033148,-0.1271,0.32512,0.0
0.721,-0.033274,-0.1268,0.326363,0.0
0.722,-0.033401,-0.1264,0.327602,0.0
0.723,-0.033527,-0.1261,0.328839,0.0
0.724,-0.033653,-0.1258,0.330072,0.0
0.725,-0.033778,-0.1255,0.331302,0.0
0.726,-0.033903,-0.1251,0.332529,0.0
0.727,-0.034028,-0.1248,0.333752,0.0
0.728,-0.034153,-0.1245,0.334972,0.0
0.729,-0.034277,-0.1241,0.336189,0.0
0.73,-0.034401,-0.1238,0.337403,0.0
0.731,-0.034524,-0.1234,0.338613,0.0
0.732,-0.034647,-0.1231,0.33982,0.0
0.733,-0.03477,-0.1228,0.341024,0.0
0.734,-0.034892,-0.1224,0.342224,0.0
0.735,-0.035014,-0.1221,0.343421,0.0
0.736,-0.035136,-0.1217,0.344614,0.0
0.737,-0.035258,-0.1214,0.345805,0.0
0.738,-0.035379,-0.1211,0.346991,0.0
0.739,-0.035499,-0.1207,0.348175,0.0
0.74,-0.03562,-0.1204,0.349355,0.0
0.741,-0.03574,-0.12,0.350531,0.0
0.742,-0.035859,-0.1197,0.351704,0.0
0.743,-0.035979,-0.1193,0.352874,0.0
0.744,-0.036098,-0.119,0.35404,0.0
0.745,-0.036216,-0.1186,0.355203,0.0
0.746,-0.036334,-0.1182,0.356362,0.0
0.747,-0.036452,-0.1179,0.357517,0.0
0.748,-0.03657,-0.1175,0.35867,0.0
0.749,-0.036687,-0.1172,0.359818,0.0
0.75,-0.036804,-0.1168,0.360963,0.0
0.751,-0.03692,-0.1164,0.362105,0.0
0.752,-0.037036,-0.1161,0.363243,0.0
0.753,-0.037152,-0.1157,0.364378,0.0
0.754,-0.037267,-0.1154,0.365508,0.0
0.755,-0.037382,-0.115,0.366636,0.0
0.756,-0.037497,-0.1146,0.367759,0.0
0.757,-0.037611,-0.1143,0.368879,0.0
0.758,-0.037725,-0.1139,0.369996,0.0
0.759,-0.037839,-0.1135,0.371109,0.0
0.76,-0.037952,-0.1131,0.372218,0.0
0.761,-0.038065,-0.1128,0.373323,0.0
0.762,-0.038177,-0.1124,0.374425,0.0
0.763,-0.038289,-0.112,0.375524,0.0
0.764,-0.038401,-0.1117,0.376618,0.0
0.765,-0.038512,-0.1113,0.377709,0.0
0.766,-0.038623,-0.1109,0.378796,0.0
0.767,-0.038733,-0.1105,0.379879,0.0
0.768,-0.038844,-0.1101,0.380959,0.0
0.769,-0.038953,-0.1098,0.382035,0.0
0.77,-0.039063,-0.1094,0.383107,0.0
0.771,-0.039172,-0.109,0.384176,0.0
0.772,-0.03928,-0.1086,0.38524,0.0
0.773,-0.039388,-0.1082,0.386301,0.0
0.774,-0.039496,-0.1078,0.387358,0.0
0.775,-0.039604,-0.1075,0.388411,0.0
0.776,-0.039711,-0.1071,0.389461,0.0
0.777,-0.039818,-0.1067,0.390506,0.0
0.778,-0.039924,-0.1063,0.391548,0.0
0.779,-0.04003,-0.1059,0.392586,0.0
0.78,-0.040135,-0.1055,0.39362,0.0
0.781,-0.04024,-0.1051,0.394651,0.0
0.782,-0.040345,-0.1047,0.395677,0.0
0.783,-0.040449,-0.1043,0.396699,0.0
0.784,-0.040553,-0.1039,0.397718,0.0
0.785,-0.040657,-0.1035,0.398733,0.0
0.786,-0.04076,-0.1031,0.399744,0.0
0.787,-0.040863,-0.1027,0.40075,0.0
0.788,-0.040965,-0.1023,0.401753,0.0
0.789,-0.041067,-0.1019,0.402752,0.0
0.79,-0.041168,-0.1015,0.403747,0.0
0.791,-0.041269,-0.1011,0.404738,0.0
0.792,-0.04137,-0.1007,0.405726,0.0
0.793,-0.04147,-0.1003,0.406709,0.0
0.794,-0.04157,-0.0999,0.407688,0.0
0.795,-0.04167,-0.0995,0.408663,0.0
0.796,-0.041769,-0.0991,0.409634,0.0
0.797,-0.041868,-0.0987,0.410601,0.0
0.798,-0.041966,-0.0983,0.411564,0.0
0.799,-0.042064,-0.0978,0.412523,0.0
0.8,-0.042161,-0.0974,0.413478,0.0
0.801,-0.042258,-0.097,0.414429,0.0
0.802,-0.042355,-0.0966,0.415376,0.0
0.803,-0.042451,-0.0962,0.416319,0.0
0.804,-0.042547,-0.0958,0.417258,0.0
0.805,-0.042642,-0.0954,0.418192,0.0
0.806,-0.042737,-0.0949,0.419123,0.0
0.807,-0.042832,-0.0945,0.420049,0.0
0.808,-0.042926,-0.0941,0.420971,0.0
0.809,-0.043019,-0.0937,0.421889,0.0
0.81,-0.043113,-0.0933,0.422803,0.0
0.811,-0.043205,-0.0928,0.423713,0.0
0.812,-0.043298,-0.0924,0.424619,0.0
0.813,-0.04339,-0.092,0.425521,0.0
0.814,-0.043481,-0.0916,0.426418,0.0
0.815,-0.043573,-0.0911,0.427311,0.0
0.816,-0.043663,-0.0907,0.4282,0.0
0.817,-0.043753,-0.0903,0.429085,0.0
0.818,-0.043843,-0.0898,0.429965,0.0
0.819,-0.043933,-0.0894,0.430842,0.0
0.82,-0.044022,-0.089,0.431714,0.0
0.821,-0.04411,-0.0886,0.432582,0.0
0.822,-0.044198,-0.0881,0.433446,0.0
0.823,-0.044286,-0.0877,0.434305,0.0
0.824,-0.044373,-0.0873,0.43516,0.0
0.825,-0.04446,-0.0868,0.436011,0.0
0.826,-0.044547,-0.0864,0.436858,0.0
0.827,-0.044633,-0.0859,0.4377,0.0
0.828,-0.044718,-0.0855,0.438538,0.0
0.829,-0.044803,-0.0851,0.439372,0.0
0.83,-0.044888,-0.0846,0.440201,0.0
0.831,-0.044972,-0.0842,0.441026,0.0
0.832,-0.045056,-0.0838,0.441847,0.0
0.833,-0.045139,-0.0833,0.442663,0.0
0.834,-0.045222,-0.0829,0.443476,0.0
0.835,-0.045304,-0.0824,0.444283,0.0
0.836,-0.045386,-0.082,0.445087,0.0
0.837,-0.045468,-0.0815,0.445886,0.0
0.838,-0.045549,-0.0811,0.44668,0.0
0.839,-0.04563,-0.0806,0.447471,0.0
0.84,-0.04571,-0.0802,0.448257,0.0
0.841,-0.045789,-0.0797,0.449038,0.0
0.842,-0.045869,-0.0793,0.449815,0.0
0.843,-0.045948,-0.0788,0.450588,0.0
0.844,-0.046026,-0.0784,0.451356,0.0
0.845,-0.046104,-0.0779,0.45212,0.0
0.846,-0.046181,-0.0775,0.452879,0.0
0.847,-0.046259,-0.077,0.453634,0.0
0.848,-0.046335,-0.0766,0.454385,0.0
0.849,-0.046411,-0.0761,0.455131,0.0
0.85,-0.046487,-0.0757,0.455872,0.0
0.851,-0.046562,-0.0752,0.45661,0.0
0.852,-0.046637,-0.0748,0.457342,0.0
0.853,-0.046711,-0.0743,0.45807,0.0
0.854,-0.046785,-0.0738,0.458794,0.0
0.855,-0.046858,-0.0734,0.459513,0.0
0.856,-0.046931,-0.0729,0.460228,0.0
0.857,-0.047004,-0.0725,0.460938,0.0
0.858,-0.047076,-0.072,0.461644,0.0
0.859,-0.047147,-0.0715,0.462345,0.0
0.86,-0.047219,-0.0711,0.463041,0.0
0.861,-0.047289,-0.0706,0.463733,0.0
0.862,-0.047359,-0.0702,0.464421,0.0
0.863,-0.047429,-0.0697,0.465104,0.0
0.864,-0.047498,-0.0692,0.465782,0.0
0.865,-0.047567,-0.0688,0.466456,0.0
0.866,-0.047635,-0.0683,0.467125,0.0
0.867,-0.047703,-0.0678,0.46779,0.0
0.868,-0.04777,-0.0674,0.46845,0.0
0.869,-0.047837,-0.0669,0.469106,0.0
0.87,-0.047904,-0.0664,0.469756,0.0
0.871,-0.04797,-0.066,0.470403,0.0
0.872,-0.048035,-0.0655,0.471044,0.0
0.873,-0.0481,-0.065,0.471681,0.0
0.874,-0.048165,-0.0645,0.472314,0.0
0.875,-0.048229,-0.0641,0.472942,0.0
0.876,-0.048292,-0.0636,0.473565,0.0
0.877,-0.048356,-0.0631,0.474183,0.0
0.878,-0.048418,-0.0626,0.474797,0.0
0.879,-0.04848,-0.0622,0.475406,0.0
0.88,-0.048542,-0.0617,0.476011,0.0
0.881,-0.048603,-0.0612,0.476611,0.0
0.882,-0.048664,-0.0607,0.477206,0.0
0.883,-0.048724,-0.0603,0.477797,0.0
0.884,-0.048784,-0.0598,0.478382,0.0
0.885,-0.048843,-0.0593,0.478964,0.0
0.886,-0.048902,-0.0588,0.47954,0.0
0.887,-0.048961,-0.0584,0.480112,0.0
0.888,-0.049019,-0.0579,0.480679,0.0
0.889,-0.049076,-0.0574,0.481241,0.0
0.89,-0.049133,-0.0569,0.481799,0.0
0.891,-0.049189,-0.0564,0.482352,0.0
0.892,-0.049245,-0.0559,0.4829,0.0
0.893,-0.049301,-0.0555,0.483444,0.0
0.894,-0.049356,-0.055,0.483982,0.0
0.895,-0.04941,-0.0545,0.484516,0.0
0.896,-0.049464,-0.054,0.485045,0.0
0.897,-0.049518,-0.0535,0.48557,0.0
0.898,-0.049571,-0.053,0.48609,0.0
0.899,-0.049623,-0.0526,0.486605,0.0
0.9,-0.049675,-0.0521,0.487115,0.0
0.901,-0.049727,-0.0516,0.48762,0.0
0.902,-0.049778,-0.0511,0.488121,0.0
0.903,-0.049829,-0.0506,0.488617,0.0
0.904,-0.049879,-0.0501,0.489108,0.0
0.905,-0.049928,-0.0496,0.489594,0.0
0.906,-0.049978,-0.0491,0.490075,0.0
0.907,-0.050026,-0.0487,0.490552,0.0
0.908,-0.050074,-0.0482,0.491024,0.0
0.909,-0.050122,-0.0477,0.491491,0.0
0.91,-0.050169,-0.0472,0.491953,0.0
0.911,-0.050216,-0.0467,0.492411,0.0
0.912,-0.050262,-0.0462,0.492863,0.0
0.913,-0.050308,-0.0457,0.493311,0.0
0.914,-0.050353,-0.0452,0.493754,0.0
0.915,-0.050398,-0.0447,0.494192,0.0
0.916,-0.050442,-0.0442,0.494625,0.0
0.917,-0.050486,-0.0437,0.495054,0.0
0.918,-0.050529,-0.0432,0.495477,0.0
0.919,-0.050572,-0.0427,0.495896,0.0
0.92,-0.050614,-0.0422,0.49631,0.0
0.921,-0.050656,-0.0417,0.496719,0.0
0.922,-0.050697,-0.0412,0.497123,0.0
0.923,-0.050738,-0.0407,0.497522,0.0
0.924,-0.050778,-0.0402,0.497916,0.0
0.925,-0.050818,-0.0398,0.498306,0.0
0.926,-0.050857,-0.0393,0.49869,0.0
0.927,-0.050896,-0.0388,0.49907,0.0
0.928,-0.050934,-0.0383,0.499445,0.0
0.929,-0.050972,-0.0378,0.499815,0.0
0.93,-0.051009,-0.0373,0.50018,0.0
0.931,-0.051046,-0.0368,0.50054,0.0
0.932,-0.051082,-0.0363,0.500895,0.0
0.933,-0.051118,-0.0358,0.501245,0.0
0.934,-0.051153,-0.0353,0.501591,0.0
0.935,-0.051188,-0.0348,0.501931,0.0
0.936,-0.051222,-0.0343,0.502267,0.0
0.937,-0.051256,-0.0337,0.502597,0.0
0.938,-0.051289,-0.0332,0.502923,0.0
0.939,-0.051322,-0.0327,0.503244,0.0
0.94,-0.051354,-0.0322,0.50356,0.0
0.941,-0.051386,-0.0317,0.503871,0.0
0.942,-0.051417,-0.0312,0.504177,0.0
0.943,-0.051448,-0.0307,0.504478,0.0
0.944,-0.051478,-0.0302,0.504774,0.0
0.945,-0.051507,-0.0297,0.505065,0.0
0.946,-0.051537,-0.0292,0.505351,0.0
0.947,-0.051565,-0.0287,0.505632,0.0
0.948,-0.051594,-0.0282,0.505909,0.0
0.949,-0.051621,-0.0277,0.50618,0.0
0.95,-0.051648,-0.0272,0.506446,0.0
0.951,-0.051675,-0.0267,0.506708,0.0
0.952,-0.051701,-0.0262,0.506964,0.0
0.953,-0.051727,-0.0257,0.507216,0.0
0.954,-0.051752,-0.0252,0.507462,0.0
0.955,-0.051777,-0.0247,0.507704,0.0
0.956,-0.051801,-0.0241,0.50794,0.0
0.957,-0.051825,-0.0236,0.508172,0.0
0.958,-0.051848,-0.0231,0.508398,0.0
0.959,-0.05187,-0.0226,0.50862,0.0
0.96,-0.051892,-0.0221,0.508837,0.0
0.961,-0.051914,-0.0216,0.509048,0.0
0.962,-0.051935,-0.0211,0.509255,0.0
0.963,-0.051956,-0.0206,0.509457,0.0
0.964,-0.051976,-0.0201,0.509654,0.0
0.965,-0.051995,-0.0196,0.509845,0.0
0.966,-0.052014,-0.0191,0.510032,0.0
0.967,-0.052033,-0.0185,0.510214,0.0
0.968,-0.052051,-0.018,0.51039,0.0
0.969,-0.052069,-0.0175,0.510562,0.0
0.97,-0.052086,-0.017,0.510729,0.0
0.971,-0.052102,-0.0165,0.51089,0.0
0.972,-0.052118,-0.016,0.511047,0.0
0.973,-0.052134,-0.0155,0.511199,0.0
0.974,-0.052149,-0.015,0.511346,0.0
0.975,-0.052163,-0.0145,0.511487,0.0
0.976,-0.052177,-0.014,0.511624,0.0
0.977,-0.05219,-0.0134,0.511756,0.0
0.978,-0.052203,-0.0129,0.511882,0.0
0.979,-0.052216,-0.0124,0.512004,0.0
0.98,-0.052228,-0.0119,0.51212,0.0
0.981,-0.052239,-0.0114,0.512232,0.0
0.982,-0.05225,-0.0109,0.512339,0.0
0.983,-0.05226,-0.0104,0.51244,0.0
0.984,-0.05227,-0.0099,0.512537,0.0
0.985,-0.052279,-0.0093,0.512628,0.0
0.986,-0.052288,-0.0088,0.512715,0.0
0.987,-0.052297,-0.0083,0.512796,0.0
0.988,-0.052304,-0.0078,0.512873,0.0
0.989,-0.052312,-0.0073,0.512944,0.0
0.99,-0.052319,-0.0068,0.51301,0.0
0.991,-0.052325,-0.0063,0.513072,0.0
0.992,-0.052331,-0.0058,0.513128,0.0
0.993,-0.052336,-0.0052,0.51318,0.0
0.994,-0.05234,-0.0047,0.513226,0.0
0.995,-0.052345,-0.0042,0.513267,0.0
0.996,-0.052348,-0.0037,0.513303,0.0
0.997,-0.052352,-0.0032,0.513335,0.0
0.998,-0.052354,-0.0027,0.513361,0.0
0.999,-0.052356,-0.0022,0.513382,0.0
1.0,-0.052358,-0.0016,0.513398,0.0
1.001,-0.052359,-0.0011,0.513409,0.0
1.002,-0.05236,-0.0006,0.513415,0.0
1.003,-0.05236,-0.0001,0.513416,0.0
1.004,-0.05236,0.0004,0.513412,0.0
1.005,-0.052359,0.0009,0.513403,0.0
1.006,-0.052357,0.0014,0.513389,0.0
1.007,-0.052355,0.0019,0.51337,0.0
1.008,-0.052353,0.0025,0.513346,0.0
1.009,-0.05235,0.003,0.513317,0.0
1.01,-0.052346,0.0035,0.513283,0.0
1.011,-0.052342,0.004,0.513243,0.0
1.012,-0.052338,0.0045,0.513199,0.0
1.013,-0.052333,0.005,0.51315,0.0
1.014,-0.052327,0.0055,0.513096,0.0
1.015,-0.052321,0.0061,0.513036,0.0
1.016,-0.052315,0.0066,0.512972,0.0
1.017,-0.052307,0.0071,0.512903,0.0
1.018,-0.0523,0.0076,0.512828,0.0
1.019,-0.052292,0.0081,0.512749,0.0
1.02,-0.052283,0.0086,0.512664,0.0
1.021,-0.052274,0.0091,0.512575,0.0
1.022,-0.052264,0.0096,0.51248,0.0
1.023,-0.052254,0.0102,0.512381,0.0
1.024,-0.052244,0.0107,0.512276,0.0
1.025,-0.052232,0.0112,0.512167,0.0
1.026,-0.052221,0.0117,0.512052,0.0
1.027,-0.052208,0.0122,0.511933,0.0
1.028,-0.052196,0.0127,0.511808,0.0
1.029,-0.052183,0.0132,0.511678,0.0
1.03,-0.052169,0.0137,0.511544,0.0
1.031,-0.052155,0.0143,0.511404,0.0
1.032,-0.05214,0.0148,0.51126,0.0
1.033,-0.052125,0.0153,0.51111,0.0
1.034,-0.052109,0.0158,0.510955,0.0
1.035,-0.052092,0.0163,0.510796,0.0
1.036,-0.052076,0.0168,0.510631,0.0
1.037,-0.052058,0.0173,0.510461,0.0
1.038,-0.05204,0.0178,0.510287,0.0
1.039,-0.052022,0.0183,0.510107,0.0
1.04,-0.052003,0.0188,0.509922,0.0
1.041,-0.051984,0.0194,0.509733,0.0
1.042,-0.051964,0.0199,0.509538,0.0
1.043,-0.051944,0.0204,0.509338,0.0
1.044,-0.051923,0.0209,0.509134,0.0
1.045,-0.051901,0.0214,0.508924,0.0
1.046,-0.051879,0.0219,0.508709,0.0
1.047,-0.051857,0.0224,0.50849,0.0
1.048,-0.051834,0.0229,0.508265,0.0
1.049,-0.051811,0.0234,0.508036,0.0
1.05,-0.051787,0.0239,0.507801,0.0
1.051,-0.051762,0.0244,0.507562,0.0
1.052,-0.051737,0.025,0.507317,0.0
1.053,-0.051712,0.0255,0.507068,0.0
1.054,-0.051686,0.026,0.506813,0.0
1.055,-0.051659,0.0265,0.506554,0.0
1.056,-0.051632,0.027,0.50629,0.0
1.057,-0.051605,0.0275,0.50602,0.0
1.058,-0.051577,0.028,0.505746,0.0
1.059,-0.051548,0.0285,0.505467,0.0
1.06,-0.051519,0.029,0.505183,0.0
1.061,-0.05149,0.0295,0.504894,0.0
1.062,-0.05146,0.03,0.504599,0.0
1.063,-0.051429,0.0305,0.5043,0.0
1.064,-0.051398,0.031,0.503996,0.0
1.065,-0.051367,0.0315,0.503688,0.0
1.066,-0.051335,0.032,0.503374,0.0
1.067,-0.051302,0.0325,0.503055,0.0
1.068,-0.051269,0.033,0.502731,0.0
1.069,-0.051236,0.0335,0.502403,0.0
1.07,-0.051202,0.034,0.502069,0.0
1.071,-0.051167,0.0345,0.501731,0.0
1.072,-0.051132,0.035,0.501387,0.0
1.073,-0.051097,0.0355,0.501039,0.0
1.074,-0.05106,0.0361,0.500686,0.0
1.075,-0.051024,0.0366,0.500328,0.0
1.076,-0.050987,0.0371,0.499965,0.0
1.077,-0.050949,0.0376,0.499597,0.0
1.078,-0.050911,0.0381,0.499224,0.0
1.079,-0.050873,0.0386,0.498846,0.0
1.08,-0.050834,0.039,0.498464,0.0
1.081,-0.050794,0.0395,0.498076,0.0
1.082,-0.050754,0.04,0.497684,0.0
1.083,-0.050714,0.0405,0.497287,0.0
1.084,-0.050673,0.041,0.496885,0.0
1.085,-0.050631,0.0415,0.496478,0.0
1.086,-0.050589,0.042,0.496066,0.0
1.087,-0.050546,0.0425,0.495649,0.0
1.088,-0.050503,0.043,0.495228,0.0
1.089,-0.05046,0.0435,0.494801,0.0
1.09,-0.050416,0.044,0.49437,0.0
1.091,-0.050371,0.0445,0.493934,0.0
1.092,-0.050326,0.045,0.493493,0.0
1.093,-0.050281,0.0455,0.493047,0.0
1.094,-0.050235,0.046,0.492597,0.0
1.095,-0.050188,0.0465,0.492141,0.0
1.096,-0.050141,0.047,0.491681,0.0
1.097,-0.050094,0.0475,0.491216,0.0
1.098,-0.050046,0.048,0.490746,0.0
1.099,-0.049998,0.0484,0.490271,0.0
1.1,-0.049949,0.0489,0.489792,0.0
1.101,-0.049899,0.0494,0.489307,0.0
1.102,-0.049849,0.0499,0.488818,0.0
1.103,-0.049799,0.0504,0.488325,0.0
1.104,-0.049748,0.0509,0.487826,0.0
1.105,-0.049697,0.0514,0.487322,0.0
1.106,-0.049645,0.0519,0.486814,0.0
1.107,-0.049592,0.0524,0.486301,0.0
1.108,-0.049539,0.0528,0.485783,0.0
1.109,-0.049486,0.0533,0.485261,0.0
1.11,-0.049432,0.0538,0.484734,0.0
1.111,-0.049378,0.0543,0.484202,0.0
1.112,-0.049323,0.0548,0.483665,0.0
1.113,-0.049268,0.0553,0.483123,0.0
1.114,-0.049212,0.0558,0.482577,0.0
1.115,-0.049156,0.0562,0.482026,0.0
1.116,-0.049099,0.0567,0.48147,0.0
1.117,-0.049042,0.0572,0.48091,0.0
1.118,-0.048984,0.0577,0.480345,0.0
1.119,-0.048926,0.0582,0.479775,0.0
1.12,-0.048868,0.0586,0.4792,0.0
1.121,-0.048808,0.0591,0.478621,0.0
1.122,-0.048749,0.0596,0.478037,0.0
1.123,-0.048689,0.0601,0.477449,0.0
1.124,-0.048628,0.0606,0.476855,0.0
1.125,-0.048567,0.061,0.476257,0.0
1.126,-0.048506,0.0615,0.475655,0.0
